id,week,day_of_week,start_time,end_time,classroom,is_rescheduled
3305,10,5,8,10,F205,0
3306,11,5,8,10,F205,0
3307,12,5,8,10,F205,0
3308,13,5,8,10,F205,0
3309,14,5,8,10,F205,0
3310,15,5,8,10,F205,0
3311,16,5,8,9,F205,0
3312,9,1,8,9,B129,0
3313,10,1,8,9,B129,0
3314,11,1,8,9,B129,0
3315,12,1,8,9,B129,0
3316,9,3,8,9,B129,0
3317,10,3,8,9,B129,0
3318,11,3,8,9,B129,0
3319,12,3,8,9,B129,0
3320,13,1,8,9,B129,0
3321,14,1,8,9,B129,0
3322,15,1,8,9,B129,0
3323,16,1,8,9,B129,0
3324,13,3,8,9,B129,0
3325,14,3,8,9,B129,0
3326,15,3,8,9,B129,0
3327,16,3,8,9,B129,0
3328,9,3,6,7,I303,0
3329,10,3,6,7,I303,0
3330,11,3,6,7,I303,0
3331,12,3,6,7,I303,0
3332,13,3,6,7,I303,0
3333,14,3,6,7,I303,0
3334,15,3,6,7,I303,0
3335,16,3,6,7,I303,0
3336,9,5,6,7,I303,0
3337,10,5,6,7,I303,0
3338,11,5,6,7,I303,0
3339,12,5,6,7,I303,0
3340,13,5,6,7,I303,0
3341,14,5,6,7,I303,0
3342,15,5,6,7,I303,0
3343,16,5,6,7,I303,0
3344,9,1,6,7,F303,0
3345,10,1,6,7,F303,0
3346,11,1,6,7,F303,0
3347,12,1,6,7,F303,0
3348,9,3,6,7,F303,0
3349,10,3,6,7,F303,0
3350,11,3,6,7,F303,0
3351,12,3,6,7,F303,0
3352,13,1,6,7,F303,0
3353,14,1,6,7,F303,0
3354,15,1,6,7,F303,0
3355,16,1,6,7,F303,0
3356,13,3,6,7,F303,0
3357,14,3,6,7,F303,0
3358,15,3,6,7,F303,0
3359,16,3,6,7,F303,0
3360,1,5,6,7,B129,0
3361,2,5,6,7,B129,0
3362,3,5,6,7,B129,0
3363,4,5,6,7,B129,0
3364,5,5,6,7,B129,0
3365,6,5,6,7,B129,0
3366,7,5,6,7,B129,0
3367,8,5,6,7,B129,0
3368,9,5,6,7,B129,0
3369,10,5,6,7,B129,0
3370,11,5,6,7,B129,0
3371,12,5,6,7,B129,0
3372,13,5,6,7,B129,0
3373,14,5,6,7,B129,0
3374,15,5,6,7,B129,0
3375,16,5,6,7,B129,0
3376,5,7,3,8,I201,0
3377,6,7,3,8,I201,0
3378,6,1,3,5,M221,0
3379,7,1,3,5,M221,0
3380,8,1,3,5,M221,0
3381,9,1,3,5,M221,0
3382,10,1,3,5,M221,0
3383,11,1,3,5,M221,0
3384,12,1,3,5,M221,0
3385,13,1,3,5,M221,0
3386,14,1,3,5,M221,0
3387,15,1,3,5,M221,0
3388,16,1,3,4,M221,0
3389,6,1,3,5,I304,1
3390,7,1,3,5,I304,0
3391,8,1,3,5,I304,0
3392,9,1,3,5,I304,0
3393,10,1,3,5,I304,0
3394,11,1,3,5,I304,0
3395,12,1,3,5,I304,0
3396,13,1,3,5,I304,0
3397,14,1,3,5,I304,0
3398,15,1,3,5,I304,0
3399,16,1,3,4,I304,0
3400,6,1,3,5,F604,0
3401,7,1,3,5,F604,0
3402,8,1,3,5,F604,0
3403,9,1,3,5,F604,0
3404,10,1,3,5,F604,0
3405,11,1,3,5,F604,0
3406,12,1,3,5,F604,0
3407,13,1,3,5,F604,0
3408,14,1,3,5,F604,0
3409,15,1,3,5,F604,0
3410,16,1,3,4,F604,0
3411,1,5,8,10,F603,0
3412,2,5,8,10,F603,0
3413,3,5,8,10,F603,0
3414,4,5,8,10,F603,1
3415,5,5,8,10,F603,0
3416,6,5,8,10,F603,0
3417,7,5,8,10,F603,0
3418,8,5,8,10,F603,0
3419,9,5,8,10,F603,0
3420,10,5,8,10,F603,0
3421,11,5,8,9,F603,0
3422,1,5,8,10,F303,0
3423,2,5,8,10,F303,0
3424,3,5,8,10,F303,0
3425,4,5,8,10,F303,1
3426,5,5,8,10,F303,0
3427,6,5,8,10,F303,0
3428,7,5,8,10,F303,0
3429,8,5,8,10,F303,1
3430,9,5,8,10,F303,0
3431,10,5,8,10,F303,0
3432,11,5,8,9,F303,0
3433,1,3,3,5,I601,0
3434,2,3,3,5,I601,0
3435,3,3,3,5,I601,0
3436,4,3,3,5,I601,0
3437,5,3,3,5,I601,0
3438,6,3,3,5,I601,0
3439,7,3,3,5,I601,0
3440,8,3,3,5,I601,0
3441,9,3,3,5,I601,0
3442,10,3,3,5,I601,0
3443,11,3,3,4,I601,0
3444,4,1,8,9,M222,0
3445,5,1,8,9,M222,0
3446,6,1,8,9,M222,0
3447,7,1,8,9,M222,0
3448,8,1,8,9,M222,0
3449,9,1,8,9,M222,0
3450,10,1,8,9,M222,0
3451,11,1,8,9,M222,0
3452,12,1,8,9,M222,0
3453,13,1,8,9,M222,0
3454,14,1,8,9,M222,0
3455,15,1,8,9,M222,0
3456,4,3,8,9,M222,0
3457,5,3,8,9,M222,0
3458,6,3,8,9,M222,0
3459,7,3,8,9,M222,0
3460,8,3,8,9,M222,0
3461,9,3,8,9,M222,0
3462,10,3,8,9,M222,0
3463,11,3,8,9,M222,0
3464,12,3,8,9,M222,0
3465,13,3,8,9,M222,0
3466,14,3,8,9,M222,0
3467,15,3,8,9,M222,0
3468,7,5,1,2,M222,0
3469,4,1,8,9,F103,0
3470,5,1,8,9,F103,0
3471,6,1,8,9,F103,0
3472,7,1,8,9,F103,0
3473,8,1,8,9,F103,0
3474,9,1,8,9,F103,0
3475,10,1,8,9,F103,0
3476,11,1,8,9,F103,0
3477,12,1,8,9,F103,0
3478,13,1,8,9,F103,0
3479,14,1,8,9,F103,0
3480,15,1,8,9,F103,0
3481,4,3,8,9,F103,0
3482,5,3,8,9,F103,0
3483,6,3,8,9,F103,0
3484,7,3,8,9,F103,0
3485,8,3,8,9,F103,0
3486,9,3,8,9,F103,0
3487,10,3,8,9,F103,0
3488,11,3,8,9,F103,0
3489,12,3,8,9,F103,0
3490,13,3,8,9,F103,0
3491,14,3,8,9,F103,0
3492,15,3,8,9,F103,0
3493,1,3,8,10,G125,0
3494,2,3,8,10,G125,0
3495,3,3,8,10,G125,0
3496,4,3,8,10,G125,0
3497,5,3,8,10,G125,0
3498,6,3,8,10,G125,0
3499,7,3,8,10,G125,0
3500,8,3,8,10,G125,0
3501,9,3,8,10,G125,0
3502,10,3,8,10,G125,0
3503,11,3,8,10,G125,0
3504,12,3,8,10,G125,0
3505,13,3,8,10,G125,0
3506,14,3,8,10,G125,0
3507,15,3,8,10,G125,0
3508,16,3,8,10,G125,0
3509,1,3,11,13,M135,0
3510,2,3,11,13,M135,0
3511,3,3,11,13,M135,0
3512,4,3,11,13,M135,0
3513,5,3,11,13,M135,0
3514,6,3,11,13,M135,0
3515,7,3,11,13,M135,0
3516,8,3,11,13,M135,0
3517,9,3,11,13,M135,0
3518,10,3,11,13,M135,0
3519,11,3,11,13,M135,0
3520,12,3,11,13,M135,0
3521,13,3,11,13,M135,0
3522,14,3,11,13,M135,0
3523,15,3,11,13,M135,0
3524,16,3,11,13,M135,0
3525,1,2,11,13,F201,0
3526,2,2,11,13,F201,0
3527,3,2,11,13,F201,0
3528,4,2,11,13,F201,0
3529,5,2,11,13,F201,0
3530,6,2,11,13,F201,0
3531,7,2,11,13,F201,0
3532,8,2,11,13,F201,0
3533,9,2,11,13,F201,0
3534,10,2,11,13,F201,0
3535,11,2,11,13,F201,0
3536,1,5,11,13,F205,0
3537,2,5,11,13,F205,0
3538,3,5,11,13,F205,0
3539,4,5,11,13,F205,1
3540,5,5,11,13,F205,0
3541,6,5,11,13,F205,0
3542,7,5,11,13,F205,0
3543,8,5,11,13,F205,0
3544,9,5,11,13,F205,0
3545,10,5,11,13,F205,0
3546,11,5,11,13,F205,0
3547,4,5,11,13,M233,0
3548,1,2,6,7,F601,0
3549,2,2,6,7,F601,0
3550,3,2,6,7,F601,0
3551,4,2,6,7,F601,0
3552,5,2,6,7,F601,0
3553,6,2,6,7,F601,0
3554,7,2,6,7,F601,0
3555,8,2,6,7,F601,0
3556,9,2,6,7,F601,0
3557,10,2,6,7,F601,0
3558,11,2,6,7,F601,0
3559,12,2,6,7,F601,0
3560,13,2,6,7,F601,0
3561,14,2,6,7,F601,0
3562,15,2,6,7,F601,0
3563,16,2,6,7,F601,0
3564,1,5,6,7,F601,0
3565,2,5,6,7,F601,0
3566,3,5,6,7,F601,0
3567,4,5,6,7,F601,1
3568,5,5,6,7,F601,0
3569,6,5,6,7,F601,0
3570,7,5,6,7,F601,0
3571,8,5,6,7,F601,0
3572,9,5,6,7,F601,0
3573,10,5,6,7,F601,0
3574,11,5,6,7,F601,0
3575,12,5,6,7,F601,0
3576,13,5,6,7,F601,0
3577,14,5,6,7,F601,0
3578,15,5,6,7,F601,0
3579,16,5,6,7,F601,0
3580,1,2,8,10,G221,0
3581,2,2,8,10,G221,0
3582,3,2,8,10,G221,0
3583,4,2,8,10,G221,0
3584,5,2,8,10,G221,0
3585,6,2,8,10,G221,0
3586,7,2,8,10,G221,0
3587,8,2,8,10,G221,0
3588,9,2,8,10,G221,0
3589,10,2,8,10,G221,0
3590,11,2,8,10,G221,0
3591,12,2,8,10,G221,0
3592,13,2,8,10,G221,0
3593,14,2,8,10,G221,0
3594,15,2,8,10,G221,0
3595,16,2,8,10,G221,0
3596,1,1,3,5,I505,0
3597,2,1,3,5,I505,0
3598,3,1,3,5,I505,0
3599,4,1,3,5,I505,0
3600,5,1,3,5,I505,0
3601,6,1,3,5,I505,0
3602,7,1,3,5,I505,1
3603,8,1,3,5,I505,0
3604,9,1,3,5,I505,0
3605,10,1,3,5,I505,0
3606,11,1,3,5,I505,0
3607,12,1,3,5,I505,0
3608,13,1,3,5,I505,0
3609,14,1,3,5,I505,0
3610,15,1,3,5,I505,0
3611,16,1,3,5,I505,0
3612,1,4,3,5,G223,0
3613,2,4,3,5,G223,0
3614,3,4,3,5,G223,0
3615,4,4,3,5,G223,0
3616,5,4,3,5,G223,0
3617,6,4,3,5,G223,0
3618,7,4,3,5,G223,0
3619,8,4,3,5,G223,0
3620,9,4,3,5,G223,0
3621,10,4,3,5,G223,0
3622,11,4,3,5,G223,0
3623,12,4,3,5,G223,0
3624,13,4,3,5,G223,0
3625,14,4,3,5,G223,0
3626,15,4,3,5,G223,0
3627,16,4,3,5,G223,0
3628,1,2,3,5,G223,0
3629,2,2,3,5,G223,0
3630,3,2,3,5,G223,0
3631,4,2,3,5,G223,0
3632,5,2,3,5,G223,0
3633,6,2,3,5,G223,0
3634,7,2,3,5,G223,0
3635,8,2,3,5,G223,0
3636,9,2,3,5,G223,0
3637,10,2,3,5,G223,0
3638,11,2,3,5,G223,0
3639,12,2,3,5,G223,0
3640,13,2,3,5,G223,0
3641,14,2,3,5,G223,0
3642,15,2,3,5,G223,0
3643,16,2,3,5,G223,0
3644,1,1,1,2,I301,0
3645,2,1,1,2,I301,0
3646,3,1,1,2,I301,0
3647,4,1,1,2,I301,0
3648,5,1,1,2,I301,0
3649,6,1,1,2,I301,0
3650,7,1,1,2,I301,0
3651,8,1,1,2,I301,0
3652,9,1,1,2,I301,0
3653,10,1,1,2,I301,0
3654,11,1,1,2,I301,0
3655,12,1,1,2,I301,0
3656,1,3,1,2,I301,0
3657,2,3,1,2,I301,0
3658,3,3,1,2,I301,0
3659,4,3,1,2,I301,0
3660,5,3,1,2,I301,0
3661,6,3,1,2,I301,0
3662,7,3,1,2,I301,0
3663,8,3,1,2,I301,0
3664,9,3,1,2,I301,0
3665,10,3,1,2,I301,0
3666,11,3,1,2,I301,0
3667,12,3,1,2,I301,0
3668,13,1,1,2,I301,0
3669,13,3,1,2,I301,0
3670,5,6,7,9,F201,0
3671,3,2,6,7,B139,0
3672,4,2,6,7,B139,0
3673,5,2,6,7,B139,0
3674,6,2,6,7,B139,0
3675,7,2,6,7,B139,0
3676,8,2,6,7,B139,0
3677,9,2,6,7,B139,0
3678,10,2,6,7,B139,0
3679,11,2,6,7,B139,0
3680,12,2,6,7,B139,0
3681,13,2,6,7,B139,0
3682,14,2,6,7,B139,0
3683,3,4,6,7,B139,1
3684,4,4,6,7,B139,0
3685,5,4,6,7,B139,0
3686,6,4,6,7,B139,0
3687,7,4,6,7,B139,0
3688,8,4,6,7,B139,0
3689,9,4,6,7,B139,0
3690,10,4,6,7,B139,0
3691,11,4,6,7,B139,0
3692,12,4,6,7,B139,0
3693,13,4,6,7,B139,0
3694,14,4,6,7,B139,0
3695,3,2,3,4,M134,0
3696,1,1,11,13,F303,0
3697,2,1,11,13,F303,0
3698,3,1,11,13,F303,0
3699,4,1,11,13,F303,0
3700,5,1,11,13,F303,0
3701,1,1,11,13,I201,0
3702,2,1,11,13,I201,0
3703,3,1,11,13,I201,0
3704,4,1,11,13,I201,0
3705,5,1,11,13,I201,0
3706,6,1,11,13,I201,0
3707,7,1,11,13,I201,0
3708,8,1,11,13,I201,0
3709,9,1,11,13,I201,0
3710,10,1,11,13,I201,0
3711,11,1,11,12,I201,0
3712,1,1,11,13,F201,0
3713,2,1,11,13,F201,0
3714,3,1,11,13,F201,0
3715,4,1,11,13,F201,1
3716,5,1,11,13,F201,1
3717,6,1,11,13,F201,0
3718,7,1,11,13,F201,0
3719,8,1,11,13,F201,0
3720,9,1,11,13,F201,0
3721,10,1,11,13,F201,1
3722,11,1,11,12,F201,0
3723,2,7,11,13,F201,1
3724,6,6,8,10,F201,0
3725,2,6,11,13,F201,0
3726,2,4,11,13,F201,0
3727,4,2,11,13,B228,0
3728,5,2,11,13,B228,0
3729,14,2,11,12,B228,0
3730,10,2,11,13,B228,0
3731,11,2,11,13,B228,0
3732,12,2,11,13,B228,0
3733,13,2,11,13,B228,0
3734,6,2,11,13,B228,0
3735,7,2,11,13,B228,0
3736,8,2,11,13,B228,0
3737,9,2,11,13,B228,0
3738,1,1,11,13,I203,0
3739,2,1,11,13,I203,0
3740,3,1,11,13,I203,0
3741,4,1,11,13,I203,0
3742,5,1,11,13,I203,0
3743,6,1,11,13,I203,0
3744,7,1,11,13,I203,0
3745,8,1,11,13,I203,1
3746,9,1,11,13,I203,0
3747,10,1,11,13,I203,0
3748,11,1,11,12,I203,0
3749,1,4,11,13,B233,0
3750,2,4,11,13,B233,0
3751,3,4,11,13,B233,0
3752,4,4,11,13,B233,0
3753,5,4,11,13,B233,0
3754,6,4,11,13,B233,0
3755,7,4,11,13,B233,0
3756,8,4,11,13,B233,0
3757,9,4,11,13,B233,0
3758,10,4,11,13,B233,0
3759,11,4,11,12,B233,0
3760,1,2,8,10,I301,0
3761,2,2,8,10,I301,0
3762,3,2,8,10,I301,0
3763,4,2,8,10,I301,0
3764,5,2,8,10,I301,0
3765,6,2,8,10,I301,0
3766,7,2,8,10,I301,0
3767,8,2,8,10,I301,0
3768,9,2,8,10,I301,0
3769,10,2,8,10,I301,0
3770,1,5,3,5,I301,0
3771,2,5,3,5,I301,0
3772,3,5,3,5,I301,0
3773,4,5,3,5,I301,0
3774,5,5,3,5,I301,0
3775,6,5,3,5,I301,0
3776,7,5,3,5,I301,0
3777,8,5,3,5,I301,0
3778,9,5,3,5,I301,0
3779,10,5,3,5,I301,0
3780,6,6,7,10,H130,0
3781,7,6,7,10,H130,0
3782,1,3,6,7,I704,0
3783,2,3,6,7,I704,0
3784,3,3,6,7,I704,0
3785,4,3,6,7,I704,0
3786,5,3,6,7,I704,0
3787,6,3,6,7,I704,0
3788,7,3,6,7,I704,0
3789,8,3,6,7,I704,0
3790,1,5,6,7,I704,0
3791,2,5,6,7,I704,0
3792,3,5,6,7,I704,0
3793,4,5,6,7,I704,0
3794,5,5,6,7,I704,1
3795,6,5,6,7,I704,0
3796,7,5,6,7,I704,0
3797,8,5,6,7,I704,0
3798,1,3,6,7,F302,0
3799,2,3,6,7,F302,0
3800,3,3,6,7,F302,0
3801,4,3,6,7,F302,0
3802,5,3,6,7,F302,0
3803,6,3,6,7,F302,0
3804,7,3,6,7,F302,0
3805,8,3,6,7,F302,0
3806,1,5,6,7,F302,0
3807,2,5,6,7,F302,0
3808,3,5,6,7,F302,0
3809,4,5,6,7,F302,1
3810,5,5,6,7,F302,0
3811,6,5,6,7,F302,0
3812,7,5,6,7,F302,0
3813,8,5,6,7,F302,0
3814,1,2,8,10,F202,0
3815,2,2,8,10,F202,0
3816,3,2,8,10,F202,0
3817,4,2,8,10,F202,0
3818,5,2,8,10,F202,0
3819,6,2,8,10,F202,0
3820,7,2,8,10,F202,0
3821,8,2,8,10,F202,0
3822,1,4,8,10,F202,0
3823,2,4,8,10,F202,0
3824,3,4,8,10,F202,0
3825,4,4,8,10,F202,0
3826,5,4,8,10,F202,0
3827,6,4,8,10,F202,0
3828,7,4,8,10,F202,0
3829,8,4,8,10,F202,0
3830,1,1,8,10,I602,0
3831,2,1,8,10,I602,0
3832,3,1,8,10,I602,0
3833,4,1,8,10,I602,0
3834,5,1,8,10,I602,0
3835,6,1,8,10,I602,0
3836,7,1,8,10,I602,0
3837,1,5,6,7,I602,0
3838,2,5,6,7,I602,0
3839,3,5,6,7,I602,0
3840,4,5,6,7,I602,0
3841,5,5,6,7,I602,0
3842,6,5,6,7,I602,0
3843,7,5,6,7,I602,0
3844,4,1,8,10,B223,0
3845,5,1,8,10,B223,0
3846,6,1,8,10,B223,0
3847,7,1,8,10,B223,0
3848,8,1,8,10,B223,0
3849,9,1,8,10,B223,0
3850,10,1,8,10,B223,0
3851,11,1,8,10,B223,0
3852,12,1,8,10,B223,0
3853,13,1,8,10,B223,0
3854,14,1,8,10,B223,0
3855,1,1,3,5,I402,0
3856,2,1,3,5,I402,0
3857,3,1,3,5,I402,0
3858,4,1,3,5,I402,0
3859,5,1,3,5,I402,0
3860,6,1,3,5,I402,0
3861,1,3,6,7,I402,0
3862,2,3,6,7,I402,0
3863,3,3,6,7,I402,0
3864,4,3,6,7,I402,0
3865,5,3,6,7,I402,0
3866,6,3,6,7,I402,0
3867,7,1,3,4,I402,0
3868,1,1,3,5,F405,0
3869,2,1,3,5,F405,0
3870,3,1,3,5,F405,0
3871,4,1,3,5,F405,0
3872,5,1,3,5,F405,0
3873,6,1,3,5,F405,0
3874,1,3,6,7,F405,0
3875,2,3,6,7,F405,0
3876,3,3,6,7,F405,0
3877,4,3,6,7,F405,0
3878,5,3,6,7,F405,0
3879,6,3,6,7,F405,0
3880,7,1,3,4,F405,0
3881,9,2,3,4,I504,0
3882,10,2,3,4,I504,0
3883,11,2,3,4,I504,0
3884,12,2,3,4,I504,0
3885,13,2,3,4,I504,0
3886,14,2,3,4,I504,0
3887,15,2,3,4,I504,0
3888,16,2,3,4,I504,0
3889,9,4,3,4,I504,0
3890,10,4,3,4,I504,0
3891,11,4,3,4,I504,0
3892,12,4,3,4,I504,0
3893,13,4,3,4,I504,0
3894,14,4,3,4,I504,0
3895,15,4,3,4,I504,0
3896,16,4,3,4,I504,0
3897,9,1,3,5,I204,0
3898,10,1,3,5,I204,0
3899,11,1,3,5,I204,0
3900,12,1,3,5,I204,0
3901,13,1,3,5,I204,0
3902,14,1,3,5,I204,0
3903,9,5,3,5,I204,0
3904,10,5,3,5,I204,0
3905,11,5,3,5,I204,0
3906,12,5,3,5,I204,0
3907,13,5,3,5,I204,0
3908,14,5,3,5,I204,0
3909,1,3,8,9,F702,0
3910,2,3,8,9,F702,0
3911,3,3,8,9,F702,0
3912,4,3,8,9,F702,0
3913,5,3,8,9,F702,0
3914,6,3,8,9,F702,0
3915,7,3,8,9,F702,0
3916,8,3,8,9,F702,0
3917,1,5,8,9,F702,0
3918,2,5,8,9,F702,0
3919,3,5,8,9,F702,0
3920,4,5,8,9,F702,1
3921,5,5,8,9,F702,0
3922,6,5,8,9,F702,0
3923,7,5,8,9,F702,0
3924,8,5,8,9,F702,0
3925,1,1,3,5,I702,0
3926,2,1,3,5,I702,0
3927,3,1,3,5,I702,0
3928,4,1,3,5,I702,0
3929,5,1,3,5,I702,0
3930,6,1,3,5,I702,0
3931,7,1,3,5,I702,0
3932,8,1,3,5,I702,0
3933,9,1,3,5,I702,0
3934,10,1,3,5,I702,0
3935,1,5,3,5,I702,0
3936,2,5,3,5,I702,0
3937,3,5,3,5,I702,0
3938,4,5,3,5,I702,0
3939,5,5,3,5,I702,0
3940,6,5,3,5,I702,0
3941,7,5,3,5,I702,0
3942,8,5,3,5,I702,0
3943,9,5,3,5,I702,0
3944,10,5,3,5,I702,0
3945,1,1,8,10,F304,0
3946,2,1,8,10,F304,0
3947,3,1,8,10,F304,0
3948,4,1,8,10,F304,0
3949,5,1,8,10,F304,0
3950,6,1,8,10,F304,0
3951,7,1,8,10,F304,0
3952,8,1,8,10,F304,0
3953,1,3,8,10,F304,0
3954,2,3,8,10,F304,0
3955,3,3,8,10,F304,0
3956,4,3,8,10,F304,0
3957,5,3,8,10,F304,0
3958,6,3,8,10,F304,0
3959,7,3,8,10,F304,0
3960,8,3,8,10,F304,0
3961,9,1,8,10,F304,0
3962,10,1,8,10,F304,0
3963,11,1,8,10,F304,0
3964,12,1,8,10,F304,0
3965,13,1,8,10,F304,1
3966,14,1,8,10,F304,0
3967,15,1,8,10,F304,0
3968,16,1,8,10,F304,0
3969,9,3,8,10,F304,0
3970,10,3,8,10,F304,0
3971,11,3,8,10,F304,0
3972,12,3,8,10,F304,0
3973,13,3,8,10,F304,0
3974,14,3,8,10,F304,0
3975,15,3,8,10,F304,0
3976,16,3,8,10,F304,0
3977,15,1,8,10,F301,0
3978,1,1,3,5,I604,0
3979,2,1,3,5,I604,0
3980,3,1,3,5,I604,0
3981,4,1,3,5,I604,0
3982,5,1,3,5,I604,0
3983,6,1,3,5,I604,0
3984,7,1,3,5,I604,0
3985,8,1,3,5,I604,0
3986,1,3,6,7,I604,0
3987,2,3,6,7,I604,0
3988,3,3,6,7,I604,0
3989,4,3,6,7,I604,0
3990,5,3,6,7,I604,0
3991,6,3,6,7,I604,0
3992,7,3,6,7,I604,0
3993,8,3,6,7,I604,0
3994,1,2,8,9,M125,0
3995,2,2,8,9,M125,0
3996,3,2,8,9,M125,0
3997,4,2,8,9,M125,0
3998,5,2,8,9,M125,0
3999,6,2,8,9,M125,0
4000,7,2,8,9,M125,0
4001,8,2,8,9,M125,0
4002,1,4,8,9,M125,0
4003,2,4,8,9,M125,0
4004,3,4,8,9,M125,0
4005,4,4,8,9,M125,0
4006,5,4,8,9,M125,0
4007,6,4,8,9,M125,0
4008,7,4,8,9,M125,0
4009,8,4,8,9,M125,0
4010,9,2,6,7,F102,0
4011,10,2,6,7,F102,0
4012,11,2,6,7,F102,0
4013,12,2,6,7,F102,0
4014,13,2,6,7,F102,0
4015,14,2,6,7,F102,0
4016,15,2,6,7,F102,0
4017,16,2,6,7,F102,0
4018,9,4,6,7,F102,0
4019,10,4,6,7,F102,0
4020,11,4,6,7,F102,0
4021,12,4,6,7,F102,0
4022,13,4,6,7,F102,0
4023,14,4,6,7,F102,0
4024,15,4,6,7,F102,0
4025,16,4,6,7,F102,0
4026,1,1,8,10,F601,0
4027,2,1,8,10,F601,0
4028,3,1,8,10,F601,0
4029,4,1,8,10,F601,0
4030,5,1,8,10,F601,0
4031,6,1,8,10,F601,0
4032,7,1,8,10,F601,0
4033,8,1,8,10,F601,0
4034,1,5,8,10,F601,0
4035,2,5,8,10,F601,0
4036,3,5,8,10,F601,0
4037,4,5,8,10,F601,1
4038,5,5,8,10,F601,0
4039,6,5,8,10,F601,0
4040,7,5,8,10,F601,0
4041,8,5,8,10,F601,0
4042,1,2,8,10,I603,0
4043,2,2,8,10,I603,0
4044,3,2,8,10,I603,0
4045,4,2,8,10,I603,0
4046,5,2,8,10,I603,0
4047,6,2,8,10,I603,0
4048,7,2,8,10,I603,0
4049,8,2,8,10,I603,0
4050,9,2,8,10,I603,0
4051,10,2,8,10,I603,0
4052,11,2,8,10,I603,0
4053,1,4,8,10,I603,0
4054,2,4,8,10,I603,0
4055,3,4,8,10,I603,0
4056,4,4,8,10,I603,0
4057,5,4,8,10,I603,0
4058,6,4,8,10,I603,0
4059,7,4,8,10,I603,0
4060,8,4,8,10,I603,0
4061,9,4,8,10,I603,0
4062,10,4,8,10,I603,0
4063,11,4,8,10,I603,0
4064,1,2,8,10,F705,0
4065,2,2,8,10,F705,0
4066,3,2,8,10,F705,0
4067,4,2,8,10,F705,0
4068,5,2,8,10,F705,0
4069,6,2,8,10,F705,0
4070,1,4,8,10,F705,0
4071,2,4,8,10,F705,0
4072,3,4,8,10,F705,0
4073,4,4,8,10,F705,0
4074,5,4,8,10,F705,0
4075,6,4,8,10,F705,0
4076,1,1,3,5,M222,0
4077,2,1,3,5,M222,0
4078,3,1,3,5,M222,0
4079,4,1,3,5,M222,1
4080,5,1,3,5,M222,0
4081,6,1,3,5,M222,0
4082,7,1,3,5,M222,0
4083,8,1,3,5,M222,0
4084,9,1,3,5,M222,0
4085,10,1,3,5,M222,0
4086,11,1,3,5,M222,0
4087,1,4,3,5,M222,0
4088,2,4,3,5,M222,0
4089,3,4,3,5,M222,0
4090,4,4,3,5,M222,0
4091,5,4,3,5,M222,0
4092,6,4,3,5,M222,0
4093,7,4,3,5,M222,0
4094,8,4,3,5,M222,0
4095,9,4,3,5,M222,0
4096,10,4,3,5,M222,0
4097,11,4,3,5,M222,0
4098,1,4,3,5,M227,0
4099,2,4,3,5,M227,0
4100,3,4,3,5,M227,0
4101,4,4,3,5,M227,0
4102,5,4,3,5,M227,0
4103,6,4,3,5,M227,1
4104,7,4,3,5,M227,0
4105,8,4,3,5,M227,0
4106,9,4,3,5,M227,0
4107,10,4,3,5,M227,0
4108,11,4,3,5,M227,0
4109,12,2,8,10,M227,0
4110,1,3,8,9,I602,0
4111,2,3,8,9,I602,0
4112,3,3,8,9,I602,0
4113,4,3,8,9,I602,0
4114,5,3,8,9,I602,0
4115,6,3,8,9,I602,0
4116,7,3,8,9,I602,0
4117,8,3,8,9,I602,0
4118,1,5,8,9,I602,0
4119,2,5,8,9,I602,0
4120,3,5,8,9,I602,0
4121,4,5,8,9,I602,0
4122,5,5,8,9,I602,0
4123,6,5,8,9,I602,0
4124,7,5,8,9,I602,0
4125,8,5,8,9,I602,0
4126,1,1,6,7,I502,0
4127,2,1,6,7,I502,0
4128,3,1,6,7,I502,0
4129,4,1,6,7,I502,0
4130,5,1,6,7,I502,0
4131,6,1,6,7,I502,0
4132,7,1,6,7,I502,0
4133,8,1,6,7,I502,0
4134,1,3,6,7,I502,0
4135,2,3,6,7,I502,0
4136,3,3,6,7,I502,0
4137,4,3,6,7,I502,0
4138,5,3,6,7,I502,0
4139,6,3,6,7,I502,0
4140,7,3,6,7,I502,0
4141,8,3,6,7,I502,0
4142,4,1,11,13,B223,0
4143,5,1,11,13,B223,0
4144,6,1,11,13,B223,0
4145,7,1,11,13,B223,0
4146,8,1,11,13,B223,0
4147,9,1,11,13,B223,0
4148,10,1,11,13,B223,0
4149,11,1,11,13,B223,0
4150,12,1,11,13,B223,0
4151,13,1,11,13,B223,0
4152,14,1,11,13,B223,0
4153,1,2,1,2,I102,0
4154,2,2,1,2,I102,0
4155,1,2,8,9,I102,0
4156,2,2,8,9,I102,0
4157,1,4,3,5,M221,0
4158,2,4,3,5,M221,0
4159,3,4,3,5,M221,0
4160,4,4,3,5,M221,0
4161,5,4,3,5,M221,0
4162,6,4,3,5,M221,0
4163,7,4,3,5,M221,0
4164,8,4,3,5,M221,0
4165,9,4,3,5,M221,0
4166,10,4,3,5,M221,0
4167,11,4,3,5,M221,0
4168,12,4,3,5,M221,0
4169,13,4,3,5,M221,0
4170,14,4,3,5,M221,0
4171,15,4,3,5,M221,0
4172,16,4,3,5,M221,0
4173,1,2,3,5,M221,0
4174,2,2,3,5,M221,0
4175,3,2,3,5,M221,0
4176,4,2,3,5,M221,0
4177,5,2,3,5,M221,0
