id,week,day_of_week,start_time,end_time,classroom,is_rescheduled
10654,11,4,11,13,I601,0
10655,1,4,11,13,I404,0
10656,2,4,11,13,I404,0
10657,3,4,11,13,I404,0
10658,4,4,11,13,I404,0
10659,5,4,11,13,I404,0
10660,6,4,11,13,I404,0
10661,7,4,11,13,I404,0
10662,8,4,11,13,I404,0
10663,9,4,11,13,I404,0
10664,10,4,11,13,I404,0
10665,11,4,11,13,I404,0
10666,1,4,11,13,I505,0
10667,2,4,11,13,I505,0
10668,3,4,11,13,I505,0
10669,4,4,11,13,I505,0
10670,5,4,11,13,I505,1
10671,6,4,11,13,I505,1
10672,7,4,11,13,I505,1
10673,8,4,11,13,I505,1
10674,9,4,11,13,I505,1
10675,10,4,11,13,I505,1
10676,11,4,11,13,I505,1
10677,5,4,11,13,I102,0
10678,6,4,11,13,I102,0
10679,7,4,11,13,I102,0
10680,8,4,11,13,I102,0
10681,9,4,11,13,I102,0
10682,10,4,11,13,I102,0
10683,11,4,11,13,I102,0
10684,1,2,11,13,I703,0
10685,2,2,11,13,I703,0
10686,3,2,11,13,I703,0
10687,4,2,11,13,I703,0
10688,5,2,11,13,I703,0
10689,6,2,11,13,I703,0
10690,7,2,11,13,I703,0
10691,8,2,11,13,I703,0
10692,9,2,11,13,I703,0
10693,10,2,11,13,I703,0
10694,11,2,11,13,I703,0
10695,1,2,11,13,I304,0
10696,2,2,11,13,I304,0
10697,3,2,11,13,I304,0
10698,4,2,11,13,I304,0
10699,5,2,11,13,I304,0
10700,6,2,11,13,I304,0
10701,7,2,11,13,I304,0
10702,8,2,11,13,I304,0
10703,9,2,11,13,I304,0
10704,10,2,11,13,I304,0
10705,11,2,11,13,I304,0
10706,3,2,11,13,I605,0
10707,4,2,11,13,I605,0
10708,5,2,11,13,I605,0
10709,6,2,11,13,I605,1
10710,7,2,11,13,I605,0
10711,3,4,11,13,I605,0
10712,4,4,11,13,I605,0
10713,5,4,11,13,I605,0
10714,6,4,11,13,I605,0
10715,7,4,11,13,I605,0
10716,8,2,11,12,I605,0
10717,8,4,11,13,I605,0
10718,1,4,11,13,I403,0
10719,2,4,11,13,I403,0
10720,3,4,11,13,I403,0
10721,4,4,11,13,I403,0
10722,5,4,11,13,I403,0
10723,6,4,11,13,I403,0
10724,7,4,11,13,I403,0
10725,8,4,11,13,I403,0
10726,9,4,11,13,I403,0
10727,10,4,11,13,I403,0
10728,11,4,11,13,I403,0
10729,1,2,11,13,M233,0
10730,2,2,11,13,M233,0
10731,3,2,11,13,M233,0
10732,4,2,11,13,M233,0
10733,5,2,11,13,M233,0
10734,6,2,11,13,M233,0
10735,7,2,11,13,M233,0
10736,8,2,11,13,M233,0
10737,9,2,11,13,M233,0
10738,10,2,11,13,M233,0
10739,11,2,11,13,M233,0
10740,1,2,11,13,M228,0
10741,2,2,11,13,M228,0
10742,3,2,11,13,M228,0
10743,4,2,11,13,M228,0
10744,5,2,11,13,M228,0
10745,6,2,11,13,M228,0
10746,7,2,11,13,M228,0
10747,8,2,11,13,M228,0
10748,9,2,11,13,M228,0
10749,10,2,11,13,M228,0
10750,11,2,11,13,M228,0
10751,1,2,11,13,I502,0
10752,2,2,11,13,I502,1
10753,3,2,11,13,I502,0
10754,4,2,11,13,I502,0
10755,5,2,11,13,I502,0
10756,6,2,11,13,I502,0
10757,7,2,11,13,I502,0
10758,8,2,11,13,I502,0
10759,9,2,11,13,I502,0
10760,10,2,11,13,I502,0
10761,11,2,11,13,I502,0
10762,12,2,11,13,I502,0
10763,1,4,11,13,I604,0
10764,2,4,11,13,I604,0
10765,3,4,11,13,I604,0
10766,4,4,11,13,I604,0
10767,5,4,11,13,I604,0
10768,6,4,11,13,I604,0
10769,7,4,11,13,I604,0
10770,8,4,11,13,I604,0
10771,9,4,11,13,I604,0
10772,10,4,11,13,I604,0
10773,11,4,11,13,I604,0
10774,11,2,11,13,I303,0
10775,12,2,11,13,I303,0
10776,13,2,11,13,I303,0
10777,14,2,11,13,I303,0
10778,15,2,11,13,I303,0
10779,11,4,11,13,I303,0
10780,12,4,11,13,I303,0
10781,13,4,11,13,I303,0
10782,14,4,11,13,I303,0
10783,15,4,11,13,I303,0
10784,16,2,11,12,I303,0
10785,1,2,11,13,M134,0
10786,2,2,11,13,M134,0
10787,3,2,11,13,M134,0
10788,4,2,11,13,M134,0
10789,5,2,11,13,M134,0
10790,6,2,11,13,M134,0
10791,7,2,11,13,M134,0
10792,8,2,11,13,M134,0
10793,9,2,11,13,M134,0
10794,10,2,11,13,M134,0
10795,11,2,11,13,M134,0
10796,1,2,11,13,I204,0
10797,2,2,11,13,I204,0
10798,3,2,11,13,I204,0
10799,4,2,11,13,I204,0
10800,5,2,11,13,I204,0
10801,6,2,11,13,I204,0
10802,7,2,11,13,I204,0
10803,8,2,11,13,I204,0
10804,9,2,11,13,I204,0
10805,10,2,11,13,I204,0
10806,11,2,11,13,I204,0
10807,1,4,11,13,M222,0
10808,2,4,11,13,M222,0
10809,3,4,11,13,M222,0
10810,4,4,11,13,M222,0
10811,5,4,11,13,M222,0
10812,6,4,11,13,M222,0
10813,7,4,11,13,M222,0
10814,8,4,11,13,M222,0
10815,9,4,11,13,M222,0
10816,10,4,11,13,M222,0
10817,11,4,11,13,M222,0
10818,1,4,11,13,I401,0
10819,2,4,11,13,I401,0
10820,3,4,11,13,I401,0
10821,4,4,11,13,I401,0
10822,5,4,11,13,I401,0
10823,6,4,11,13,I401,0
10824,7,4,11,13,I401,0
10825,8,4,11,13,I401,0
10826,9,4,11,13,I401,0
10827,10,4,11,13,I401,0
10828,11,4,11,13,I401,0
10829,12,4,11,13,I401,0
10830,13,4,11,13,I401,0
10831,14,4,11,13,I401,0
10832,15,4,11,13,I401,0
10833,16,4,11,13,I401,0
10834,11,4,11,12,I305,0
10835,12,2,11,13,I305,0
10836,13,2,11,13,I305,0
10837,14,2,11,13,I305,0
10838,15,2,11,13,I305,0
10839,16,2,11,13,I305,0
10840,12,4,11,13,I305,0
10841,13,4,11,13,I305,0
10842,14,4,11,13,I305,0
10843,15,4,11,13,I305,0
10844,16,4,11,13,I305,0
10845,1,4,11,13,M221,0
10846,2,4,11,13,M221,0
10847,3,4,11,13,M221,0
10848,4,4,11,13,M221,0
10849,5,4,11,13,M221,0
10850,6,4,11,13,M221,0
10851,7,4,11,13,M221,0
10852,8,4,11,13,M221,0
10853,9,4,11,13,M221,0
10854,10,4,11,13,M221,0
10855,11,4,11,13,M221,0
10856,1,2,11,13,F402,0
10857,2,2,11,13,F402,0
10858,3,2,11,13,F402,0
10859,4,2,11,13,F402,0
10860,5,2,11,13,F402,0
10861,6,2,11,13,F402,0
10862,7,2,11,13,F402,0
10863,8,2,11,13,F402,0
10864,9,2,11,13,F402,0
10865,10,2,11,13,F402,0
10866,11,2,11,13,F402,0
10867,1,4,11,13,M125,0
10868,2,4,11,13,M125,0
10869,3,4,11,13,M125,0
10870,4,4,11,13,M125,0
10871,5,4,11,13,M125,0
10872,6,4,11,13,M125,0
10873,7,4,11,13,M125,0
10874,8,4,11,13,M125,1
10875,9,4,11,13,M125,0
10876,10,4,11,13,M125,0
10877,11,4,11,13,M125,0
10878,12,4,11,13,M125,0
10879,1,4,11,13,F403,0
10880,2,4,11,13,F403,0
10881,3,4,11,13,F403,0
10882,4,4,11,13,F403,0
10883,5,4,11,13,F403,0
10884,6,4,11,13,F403,0
10885,7,4,11,13,F403,0
10886,8,4,11,13,F403,1
10887,9,4,11,13,F403,1
10888,10,4,11,13,F403,0
10889,11,4,11,13,F403,0
10890,12,4,11,13,F403,0
10891,13,4,11,13,F403,0
10892,1,2,11,13,I705,0
10893,2,2,11,13,I705,0
10894,3,2,11,13,I705,0
10895,4,2,11,13,I705,0
10896,5,2,11,13,I705,0
10897,6,2,11,13,I705,0
10898,7,2,11,13,I705,0
10899,8,2,11,13,I705,0
10900,9,2,11,13,I705,0
10901,10,2,11,13,I705,0
10902,11,2,11,13,I705,0
10903,1,4,11,13,F501,0
10904,2,4,11,13,F501,0
10905,3,4,11,13,F501,0
10906,4,4,11,13,F501,0
10907,5,4,11,13,F501,0
10908,6,4,11,13,F501,0
10909,7,4,11,13,F501,0
10910,8,4,11,13,F501,0
10911,9,4,11,13,F501,0
10912,10,4,11,13,F501,0
10913,11,4,11,13,F501,0
10914,1,2,11,13,I404,0
10915,2,2,11,13,I404,0
10916,3,2,11,13,I404,0
10917,4,2,11,13,I404,0
10918,5,2,11,13,I404,0
10919,6,2,11,13,I404,0
10920,7,2,11,13,I404,0
10921,8,2,11,13,I404,0
10922,9,2,11,13,I404,0
10923,10,2,11,13,I404,0
10924,11,2,11,13,I404,0
10925,6,2,11,13,F504,0
10926,7,2,11,13,F504,0
10927,8,2,11,13,F504,0
10928,9,2,11,13,F504,0
10929,10,2,11,13,F504,0
10930,11,2,11,13,F504,0
10931,12,2,11,13,F504,0
10932,13,2,11,13,F504,0
10933,14,2,11,13,F504,0
10934,15,2,11,13,F504,0
10935,16,2,11,13,F504,0
10936,1,4,11,13,I703,0
10937,2,4,11,13,I703,0
10938,3,4,11,13,I703,0
10939,4,4,11,13,I703,0
10940,5,4,11,13,I703,0
10941,6,4,11,13,I703,1
10942,7,4,11,13,I703,0
10943,8,4,11,13,I703,1
10944,9,4,11,13,I703,0
10945,10,4,11,13,I703,0
10946,11,4,11,13,I703,0
10947,1,4,11,13,F301,0
10948,2,4,11,13,F301,0
10949,3,4,11,13,F301,0
10950,4,4,11,13,F301,0
10951,5,4,11,13,F301,0
10952,6,4,11,13,F301,0
10953,7,4,11,13,F301,0
10954,8,4,11,13,F301,0
10955,9,4,11,13,F301,0
10956,10,4,11,13,F301,1
10957,11,4,11,13,F301,0
10958,1,2,11,13,M125,0
10959,2,2,11,13,M125,0
10960,3,2,11,13,M125,0
10961,4,2,11,13,M125,0
10962,5,2,11,13,M125,0
10963,6,2,11,13,M125,0
10964,7,2,11,13,M125,0
10965,8,2,11,13,M125,0
10966,9,2,11,13,M125,0
10967,10,2,11,13,M125,0
10968,11,2,11,13,M125,0
10969,1,2,11,13,I701,0
10970,2,2,11,13,I701,0
10971,3,2,11,13,I701,0
10972,4,2,11,13,I701,0
10973,5,2,11,13,I701,0
10974,6,2,11,13,I701,0
10975,7,2,11,13,I701,0
10976,8,2,11,13,I701,0
10977,9,2,11,13,I701,0
10978,10,2,11,13,I701,0
10979,11,2,11,13,I701,0
10980,6,4,11,13,F401,0
10981,7,4,11,13,F401,0
10982,8,4,11,13,F401,0
10983,9,4,11,13,F401,0
10984,10,4,11,13,F401,0
10985,11,4,11,13,F401,0
10986,12,4,11,13,F401,0
10987,13,4,11,13,F401,0
10988,14,4,11,13,F401,0
10989,15,4,11,13,F401,0
10990,16,4,11,13,F401,0
10991,1,4,11,13,I301,0
10992,2,4,11,13,I301,1
10993,3,4,11,13,I301,0
10994,4,4,11,13,I301,0
10995,5,4,11,13,I301,0
10996,6,4,11,13,I301,0
10997,7,4,11,13,I301,0
10998,8,4,11,13,I301,0
10999,9,4,11,13,I301,0
11000,10,4,11,13,I301,0
11001,11,4,11,13,I301,0
11002,12,4,11,13,I301,0
11003,1,2,11,13,G227,0
11004,2,2,11,13,G227,0
11005,3,2,11,13,G227,0
11006,4,2,11,13,G227,0
11007,5,2,11,13,G227,0
11008,6,2,11,13,G227,0
11009,7,2,11,13,G227,0
11010,8,2,11,13,G227,0
11011,9,2,11,13,G227,0
11012,10,2,11,13,G227,0
11013,11,2,11,13,G227,0
11014,6,4,11,13,F402,0
11015,7,4,11,13,F402,0
11016,8,4,11,13,F402,0
11017,9,4,11,13,F402,0
11018,10,4,11,13,F402,0
11019,11,4,11,13,F402,0
11020,12,4,11,13,F402,0
11021,13,4,11,13,F402,0
11022,14,4,11,13,F402,0
11023,15,4,11,13,F402,0
11024,16,4,11,13,F402,0
11025,1,2,11,13,I604,0
11026,2,2,11,13,I604,0
11027,3,2,11,13,I604,0
11028,4,2,11,13,I604,0
11029,5,2,11,13,I604,0
11030,6,2,11,13,I604,0
11031,7,2,11,13,I604,0
11032,8,2,11,13,I604,0
11033,9,2,11,13,I604,0
11034,10,2,11,13,I604,0
11035,11,2,11,13,I604,0
11036,1,2,11,13,F305,1
11037,2,2,11,13,F305,0
11038,3,2,11,13,F305,0
11039,4,2,11,13,F305,0
11040,5,2,11,13,F305,0
11041,6,2,11,13,F305,0
11042,7,2,11,13,F305,0
11043,8,2,11,13,F305,0
11044,9,2,11,13,F305,0
11045,10,2,11,13,F305,0
11046,11,2,11,13,F305,0
11047,1,4,8,10,M227,0
11048,2,4,8,10,M227,0
11049,3,4,8,10,M227,0
11050,4,4,8,10,M227,0
11051,5,4,8,10,M227,0
11052,6,4,8,10,M227,0
11053,7,4,8,10,M227,0
11054,8,4,8,10,M227,0
11055,9,4,8,10,M227,0
11056,10,4,8,10,M227,0
11057,11,4,8,10,M227,0
11058,1,5,8,10,I305,0
11059,2,5,8,10,I305,0
11060,3,5,8,10,I305,0
11061,4,5,8,10,I305,0
11062,5,5,8,10,I305,0
11063,6,5,8,10,I305,0
11064,7,5,8,10,I305,0
11065,8,5,8,10,I305,0
11066,9,5,8,10,I305,0
11067,10,5,8,10,I305,0
11068,11,5,8,10,I305,0
11069,1,5,8,10,I201,0
11070,2,5,8,10,I201,0
11071,3,5,8,10,I201,0
11072,4,5,8,10,I201,0
11073,5,5,8,10,I201,0
11074,6,5,8,10,I201,0
11075,7,5,8,10,I201,0
11076,8,5,8,10,I201,0
11077,9,5,8,10,I201,0
11078,10,5,8,10,I201,0
11079,11,5,8,10,I201,0
11080,12,5,8,10,I201,0
11081,13,5,8,10,I201,0
11082,14,5,8,10,I201,0
11083,15,5,8,10,I201,0
11084,16,5,8,10,I201,0
11085,1,5,8,10,I103,0
11086,2,5,8,10,I103,0
11087,3,5,8,10,I103,0
11088,4,5,8,10,I103,0
11089,5,5,8,10,I103,0
11090,6,5,8,10,I103,0
11091,7,5,8,10,I103,0
11092,8,5,8,10,I103,0
11093,9,5,8,10,I103,0
11094,10,5,8,10,I103,0
11095,11,5,8,10,I103,0
11096,12,5,8,10,I103,0
11097,13,5,8,10,I103,0
11098,14,5,8,10,I103,0
11099,15,5,8,10,I103,0
11100,16,5,8,10,I103,0
11101,1,1,8,10,I103,0
11102,2,1,8,10,I103,0
11103,3,1,8,10,I103,0
11104,4,1,8,10,I103,0
11105,5,1,8,10,I103,0
11106,6,1,8,10,I103,0
11107,7,1,8,10,I103,0
11108,8,1,8,10,I103,0
11109,9,1,8,10,I103,0
11110,10,1,8,10,I103,0
11111,11,1,8,10,I103,0
11112,12,1,8,10,I103,1
11113,13,1,8,10,I103,0
11114,14,1,8,10,I103,0
11115,15,1,8,10,I103,0
11116,16,1,8,10,I103,0
11117,1,3,8,10,I301,0
11118,2,3,8,10,I301,0
11119,3,3,8,10,I301,0
11120,4,3,8,10,I301,0
11121,5,3,8,10,I301,0
11122,6,3,8,10,I301,0
11123,7,3,8,10,I301,0
11124,8,3,8,10,I301,0
11125,9,3,8,10,I301,0
11126,10,3,8,10,I301,0
11127,11,3,8,10,I301,0
11128,8,2,6,7,I301,0
11129,6,1,3,5,F703,0
11130,7,1,3,5,F703,0
11131,8,1,3,5,F703,0
11132,9,1,3,5,F703,0
11133,10,1,3,5,F703,0
11134,11,1,3,5,F703,0
11135,12,1,3,5,F703,0
11136,13,1,3,5,F703,0
11137,14,1,3,5,F703,0
11138,15,1,3,5,F703,0
11139,16,1,3,5,F703,0
11140,6,1,3,5,I405,0
11141,7,1,3,5,I405,0
11142,8,1,3,5,I405,0
11143,9,1,3,5,I405,0
11144,10,1,3,5,I405,0
11145,11,1,3,5,I405,0
11146,12,1,3,5,I405,0
11147,13,1,3,5,I405,0
11148,14,1,3,5,I405,0
11149,15,1,3,5,I405,0
11150,16,1,3,5,I405,0
11151,6,1,8,10,I505,0
11152,7,1,8,10,I505,0
11153,8,1,8,10,I505,0
11154,9,1,8,10,I505,0
11155,10,1,8,10,I505,0
11156,11,1,8,10,I505,0
11157,12,1,8,10,I505,0
11158,13,1,8,10,I505,0
11159,14,1,8,10,I505,0
11160,15,1,8,10,I505,0
11161,16,1,8,10,I505,0
11162,1,5,3,5,I202,0
11163,2,5,3,5,I202,0
11164,3,5,3,5,I202,0
11165,4,5,3,5,I202,0
11166,5,5,3,5,I202,0
11167,6,5,3,5,I202,0
11168,7,5,3,5,I202,0
11169,8,5,3,5,I202,0
11170,9,5,3,5,I202,0
11171,10,5,3,5,I202,0
11172,11,5,3,5,I202,0
11173,12,5,3,5,I202,0
11174,13,5,3,5,I202,0
11175,14,5,3,5,I202,0
11176,15,5,3,5,I202,0
11177,16,5,3,5,I202,0
11178,1,4,8,10,I302,0
11179,2,4,8,10,I302,0
11180,3,4,8,10,I302,0
11181,4,4,8,10,I302,0
11182,5,4,8,10,I302,0
11183,6,4,8,10,I302,0
11184,7,4,8,10,I302,0
11185,8,4,8,10,I302,0
11186,9,4,8,10,I302,0
11187,10,4,8,10,I302,0
11188,11,4,8,10,I302,0
11189,12,4,8,10,I302,0
11190,13,4,8,10,I302,0
11191,14,4,8,10,I302,0
11192,15,4,8,10,I302,0
11193,16,4,8,10,I302,0
11194,1,2,8,10,I201,0
11195,2,2,8,10,I201,0
11196,3,2,8,10,I201,0
11197,4,2,8,10,I201,0
11198,5,2,8,10,I201,0
11199,6,2,8,10,I201,0
11200,7,2,8,10,I201,0
11201,8,2,8,10,I201,0
11202,9,2,8,10,I201,0
11203,10,2,8,10,I201,0
11204,11,2,8,10,I201,0
11205,12,2,8,10,I201,0
11206,13,2,8,10,I201,0
11207,14,2,8,10,I201,0
11208,15,2,8,10,I201,0
11209,16,2,8,10,I201,0
11210,1,2,8,10,I302,0
11211,2,2,8,10,I302,0
11212,3,2,8,10,I302,0
11213,4,2,8,10,I302,0
11214,5,2,8,10,I302,0
11215,6,2,8,10,I302,0
11216,7,2,8,10,I302,0
11217,8,2,8,10,I302,0
11218,9,2,8,10,I302,0
11219,10,2,8,10,I302,0
11220,11,2,8,10,I302,0
11221,12,2,8,10,I302,0
11222,13,2,8,10,I302,0
11223,14,2,8,10,I302,0
11224,15,2,8,10,I302,0
11225,16,2,8,10,I302,0
11226,1,4,3,5,I701,0
11227,2,4,3,5,I701,0
11228,3,4,3,5,I701,0
11229,4,4,3,5,I701,0
11230,5,4,3,5,I701,0
11231,6,4,3,5,I701,0
11232,7,4,3,5,I701,0
11233,8,4,3,5,I701,0
11234,9,4,3,5,I701,0
11235,10,4,3,5,I701,0
11236,11,4,3,5,I701,0
11237,12,4,3,5,I701,0
11238,13,4,3,5,I701,0
11239,14,4,3,5,I701,0
11240,15,4,3,5,I701,0
11241,16,4,3,5,I701,0
11242,1,4,3,5,I501,0
11243,2,4,3,5,I501,0
11244,3,4,3,5,I501,0
11245,4,4,3,5,I501,0
11246,5,4,3,5,I501,0
11247,6,4,3,5,I501,0
11248,7,4,3,5,I501,0
11249,8,4,3,5,I501,0
11250,9,4,3,5,I501,0
11251,10,4,3,5,I501,0
11252,11,4,3,5,I501,0
11253,12,4,3,5,I501,0
11254,13,4,3,5,I501,0
11255,14,4,3,5,I501,0
11256,15,4,3,5,I501,0
11257,16,4,3,5,I501,0
11258,1,4,8,10,I605,0
11259,2,4,8,10,I605,0
11260,3,4,8,10,I605,0
11261,4,4,8,10,I605,0
11262,5,4,8,10,I605,0
11263,6,4,8,10,I605,0
11264,7,4,8,10,I605,0
11265,8,4,8,10,I605,0
11266,9,4,8,10,I605,0
11267,10,4,8,10,I605,0
11268,11,4,8,10,I605,0
11269,12,4,8,10,I605,0
11270,13,4,8,10,I605,0
11271,14,4,8,10,I605,0
11272,15,4,8,10,I605,0
11273,16,4,8,10,I605,0
11274,1,1,8,10,F201,0
11275,2,1,8,10,F201,0
11276,3,1,8,10,F201,0
11277,4,1,8,10,F201,0
11278,5,1,8,10,F201,0
11279,6,1,8,10,F201,0
11280,7,1,8,10,F201,0
11281,8,1,8,10,F201,0
11282,9,1,8,10,F201,0
11283,10,1,8,10,F201,0
11284,11,1,8,10,F201,0
11285,12,1,8,10,F201,0
11286,13,1,8,10,F201,0
11287,14,1,8,10,F201,0
11288,15,1,8,10,F201,0
11289,16,1,8,10,F201,0
11290,1,4,8,10,I301,0
11291,2,4,8,10,I301,0
11292,3,4,8,10,I301,0
11293,4,4,8,10,I301,0
11294,5,4,8,10,I301,0
11295,6,4,8,10,I301,0
11296,7,4,8,10,I301,0
11297,8,4,8,10,I301,0
11298,9,4,8,10,I301,0
11299,10,4,8,10,I301,0
11300,11,4,8,10,I301,0
11301,12,4,8,10,I301,0
11302,13,4,8,10,I301,0
11303,14,4,8,10,I301,0
11304,15,4,8,10,I301,0
11305,16,4,8,10,I301,0
11306,1,5,8,10,I302,0
11307,2,5,8,10,I302,0
11308,3,5,8,10,I302,0
11309,4,5,8,10,I302,0
11310,5,5,8,10,I302,0
11311,6,5,8,10,I302,0
11312,7,5,8,10,I302,0
11313,8,5,8,10,I302,0
11314,9,5,8,10,I302,0
11315,10,5,8,10,I302,0
11316,11,5,8,10,I302,0
11317,1,1,11,12,I301,0
11318,2,1,11,12,I301,0
11319,3,1,11,12,I301,0
11320,4,1,11,12,I301,0
11321,5,1,11,12,I301,0
11322,6,1,11,12,I301,0
11323,7,1,11,12,I301,0
11324,8,1,11,12,I301,0
11325,9,1,11,12,I301,0
11326,10,1,11,12,I301,0
11327,11,1,11,12,I301,0
11328,12,1,11,12,I301,0
11329,1,3,6,7,I301,0
11330,2,3,6,7,I301,0
11331,3,3,6,7,I301,0
11332,4,3,6,7,I301,0
11333,5,3,6,7,I301,0
11334,6,3,6,7,I301,0
11335,7,3,6,7,I301,0
11336,8,3,6,7,I301,0
11337,9,3,6,7,I301,0
11338,10,3,6,7,I301,0
11339,11,3,6,7,I301,0
11340,12,3,6,7,I301,0
11341,1,3,3,5,I705,0
11342,2,3,3,5,I705,0
11343,3,3,3,5,I705,0
11344,4,3,3,5,I705,0
11345,5,3,3,5,I705,0
11346,6,3,3,5,I705,0
11347,7,3,3,5,I705,0
11348,8,3,3,5,I705,0
11349,9,3,3,5,I705,0
11350,10,3,3,5,I705,0
11351,11,3,3,5,I705,0
11352,12,3,3,5,I705,0
11353,13,3,3,5,I705,0
11354,14,3,3,5,I705,0
11355,15,3,3,5,I705,0
11356,16,3,3,5,I705,0
11357,1,5,3,5,F205,1
11358,2,5,3,5,F205,1
11359,3,5,3,5,F205,1
11360,4,5,3,5,F205,1
11361,5,5,3,5,F205,1
11362,6,5,3,5,F205,1
11363,7,5,3,5,F205,1
11364,8,5,3,5,F205,1
11365,9,5,3,5,F205,1
11366,10,5,3,5,F205,1
11367,11,5,3,5,F205,1
11368,1,5,3,5,I701,0
11369,2,5,3,5,I701,0
11370,3,5,3,5,I701,0
11371,4,5,3,5,I701,0
11372,5,5,3,5,I701,0
11373,6,5,3,5,I701,0
11374,7,5,3,5,I701,0
11375,8,5,3,5,I701,0
11376,9,5,3,5,I701,0
11377,10,5,3,5,I701,0
11378,11,5,3,5,I701,0
11379,1,2,3,5,I103,0
11380,2,2,3,5,I103,0
11381,3,2,3,5,I103,0
11382,4,2,3,5,I103,0
11383,5,2,3,5,I103,0
11384,6,2,3,5,I103,0
11385,7,2,3,5,I103,0
11386,8,2,3,5,I103,0
11387,9,2,3,5,I103,0
11388,10,2,3,5,I103,0
11389,11,2,3,5,I103,0
11390,1,3,8,10,F204,0
11391,2,3,8,10,F204,0
11392,3,3,8,10,F204,0
11393,4,3,8,10,F204,0
11394,5,3,8,10,F204,0
11395,6,3,8,10,F204,0
11396,7,3,8,10,F204,0
11397,8,3,8,10,F204,0
11398,9,3,8,10,F204,0
11399,10,3,8,10,F204,0
11400,11,3,8,10,F204,0
11401,1,1,8,10,I703,0
11402,2,1,8,10,I703,0
11403,3,1,8,10,I703,0
11404,4,1,8,10,I703,0
11405,5,1,8,10,I703,0
11406,6,1,8,10,I703,0
11407,7,1,8,10,I703,0
11408,8,1,8,10,I703,0
11409,9,1,8,10,I703,0
11410,10,1,8,10,I703,0
11411,11,1,8,10,I703,0
11412,12,1,8,10,I703,0
11413,13,1,8,10,I703,0
11414,14,1,8,10,I703,0
11415,15,1,8,10,I703,0
11416,16,1,8,10,I703,0
11417,1,4,3,5,F704,0
11418,2,4,3,5,F704,0
11419,3,4,3,5,F704,0
11420,4,4,3,5,F704,0
11421,5,4,3,5,F704,0
11422,6,4,3,5,F704,0
11423,7,4,3,5,F704,0
11424,8,4,3,5,F704,0
11425,9,4,3,5,F704,1
11426,10,4,3,5,F704,0
11427,11,4,3,5,F704,0
11428,11,5,8,10,F704,0
11429,1,3,11,13,I405,0
11430,2,3,11,13,I405,0
11431,3,3,11,13,I405,0
11432,4,3,11,13,I405,0
11433,5,3,11,13,I405,0
11434,6,3,11,13,I405,0
11435,7,3,11,13,I405,0
11436,8,3,11,13,I405,0
11437,9,3,11,13,I405,0
11438,10,3,11,13,I405,0
11439,11,3,11,13,I405,0
11440,1,3,8,10,I405,0
11441,2,3,8,10,I405,0
11442,3,3,8,10,I405,0
11443,4,3,8,10,I405,0
11444,5,3,8,10,I405,0
11445,6,3,8,10,I405,0
11446,7,3,8,10,I405,0
11447,8,3,8,10,I405,0
11448,9,3,8,10,I405,0
11449,10,3,8,10,I405,0
11450,11,3,8,10,I405,0
11451,1,2,11,13,I601,0
11452,2,2,11,13,I601,0
11453,3,2,11,13,I601,0
11454,4,2,11,13,I601,0
11455,5,2,11,13,I601,0
11456,6,2,11,13,I601,0
11457,7,2,11,13,I601,0
11458,8,2,11,13,I601,0
11459,9,2,11,13,I601,0
11460,10,2,11,13,I601,0
11461,11,2,11,13,I601,0
11462,1,5,8,10,I501,0
11463,2,5,8,10,I501,0
11464,3,5,8,10,I501,0
11465,4,5,8,10,I501,0
11466,5,5,8,10,I501,0
11467,6,5,8,10,I501,0
11468,7,5,8,10,I501,0
11469,8,5,8,10,I501,0
11470,9,5,8,10,I501,0
11471,10,5,8,10,I501,0
11472,11,5,8,10,I501,0
11473,12,5,8,10,I501,0
11474,1,1,8,10,I401,0
11475,2,1,8,10,I401,0
11476,3,1,8,10,I401,0
11477,4,1,8,10,I401,0
11478,5,1,8,10,I401,0
11479,6,1,8,10,I401,0
11480,7,1,8,10,I401,0
11481,8,1,8,10,I401,0
11482,9,1,8,10,I401,0
11483,10,1,8,10,I401,0
11484,11,1,8,10,I401,0
11485,12,1,8,10,I401,0
11486,13,1,8,10,I401,0
11487,14,1,8,10,I401,0
11488,15,1,8,10,I401,0
11489,16,1,8,10,I401,0
11490,1,2,3,5,B222,0
11491,2,2,3,5,B222,0
11492,3,2,3,5,B222,0
11493,4,2,3,5,B222,0
11494,5,2,3,5,B222,0
11495,6,2,3,5,B222,0
11496,7,2,3,5,B222,0
11497,8,2,3,5,B222,0
11498,9,2,3,5,B222,0
11499,10,2,3,5,B222,0
11500,11,2,3,5,B222,0
11501,12,2,3,5,B222,0
11502,13,2,3,5,B222,0
11503,14,2,3,5,B222,0
11504,15,2,3,5,B222,0
11505,16,2,3,5,B222,0
11506,1,2,11,13,I301,0
11507,2,2,11,13,I301,0
11508,3,2,11,13,I301,0
11509,4,2,11,13,I301,0
11510,5,2,11,13,I301,0
11511,6,2,11,13,I301,0
11512,7,2,11,13,I301,0
11513,8,2,11,13,I301,0
11514,9,2,11,13,I301,0
11515,10,2,11,13,I301,0
11516,11,2,11,13,I301,0
11517,12,2,11,13,I301,0
11518,13,2,11,13,I301,0
11519,14,2,11,13,I301,0
11520,15,2,11,13,I301,0
11521,16,2,11,13,I301,0
11522,1,1,3,5,I305,0
11523,2,1,3,5,I305,0
11524,3,1,3,5,I305,0
11525,4,1,3,5,I305,0
11526,5,1,3,5,I305,0
